m,w,d,wdRatio,SCcomp,SCtheor,theta1,theta2,theta3,theta4,theta5
2,7.8,52,0.15,0.296659111111111,0.296589653438087,36.3415838509812,0,0,0,0
6,20.3,58,0.35,0.923243555555556,0.479529637748512,42.4868025844048,51.5626712581817,46.8650710800829,12.2278110628406,59.6005949958551
2,15.6,52,0.3,0.519115555555556,0.493538290724796,14.6323861285392,0,0,0,0
3,5.5,55,0.1,0.317427555555556,0.301649484079524,57.0454789647534,23.6764330982071,0,0,0
4,14.25,57,0.25,0.701312444444444,0.685469848228883,24.0921812273589,51.5214613162785,55.2290989296831,0,0
5,8.7,58,0.15,0.589213333333333,0.611570323027551,8.56594980777268,30.2730114364963,36.6412770889141,42.2278041210918,0
3,17.7,59,0.3,0.64872,0.636384387633061,3.35089927612939,8.29298055403046,0,0,0
6,10.8,54,0.2,0.736003111111111,0.750427097370068,57.5484804341189,45.0147175783825,58.8598268555811,14.0109483375448,5.77360567249746
3,14,56,0.25,0.588202222222222,0.586271169820366,58.5978958045328,29.5713108609072,0,0,0
4,20.8,52,0.4,0.801928444444444,0.646290294621859,39.9194826444096,57.855396970171,40.2690621827044,0,0
3,12.5,50,0.25,0.597150222222222,0.586271169820366,53.0273285641361,24.2630314384661,0,0,0
3,22,55,0.4,0.782702666666667,0.669469807107075,17.2588506625038,5.07759831458289,0,0,0
4,5,50,0.1,0.383360888888889,0.386803304927642,34.8338866098507,17.2208851438266,21.7152050640699,0,0
5,18.55,53,0.35,0.856359555555556,0.635359391376191,57.704736319552,57.2141430940029,12.3622426098215,46.0946915442465,0
5,22.4,56,0.4,0.923912444444444,0.499942724709524,42.1282936982761,44.6204973122453,23.1061366070437,15.0902273504964,0
2,11.4,57,0.2,0.379660444444444,0.373310423217143,16.7381964241228,0,0,0,0
4,5.3,53,0.1,0.410893333333333,0.386803304927642,39.0284455945118,53.4835983312556,51.6663880025623,0,0
3,11.8,59,0.2,0.505263555555556,0.513777613290544,15.3916807142298,58.0080962620457,0,0,0
5,5.9,59,0.1,0.436296888888889,0.464259122186565,39.3415860725167,32.7871550435237,15.079757005736,2.40938307331462,0
3,8.4,56,0.15,0.400778666666667,0.418903718043597,59.1658857733219,12.4293987686975,0,0,0
5,22,55,0.4,0.921595111111111,0.499942724709524,9.53481156436349,48.6552471389224,28.5904651630169,6.97725193477106,0
6,15.3,51,0.3,0.849216,0.649230484541327,54.5063673743779,2.1009612906179,2.38498164676789,59.3140734735758,41.1708959076202
3,14.5,58,0.25,0.593080444444444,0.586271169820366,2.93248780677072,43.5556593956316,0,0,0
5,11.2,56,0.2,0.705862222222222,0.702335950367007,20.3453880770902,10.2375248199946,23.9516042340336,55.1866316726628,0
3,7.95,53,0.15,0.414230666666667,0.418903718043597,5.01492682007957,30.7599320163279,0,0,0
6,22.8,57,0.4,0.954261777777778,0.230427097370068,22.9797494580302,17.8810233591819,41.502698142889,52.8274156097527,55.4728984571711
2,10.2,51,0.2,0.388221777777778,0.373310423217143,15.1746695544604,0,0,0,0
6,5.1,51,0.1,0.529268444444444,0.534016935856293,32.6216996076493,18.8772448932853,22.922454904081,47.4923557711107,50.3507687724156
5,11.4,57,0.2,0.696088444444444,0.702335950367007,12.8448870924074,37.0362483470845,40.5114687507432,36.061409076526,0
3,7.65,51,0.15,0.41892,0.418903718043597,47.7216940751356,29.5600147380066,0,0,0
3,18.2,52,0.35,0.737443555555556,0.664117266728631,50.6900069408519,48.9916182491482,0,0,0
6,8.1,54,0.15,0.658750666666667,0.681922863405995,51.6800848836061,27.8345515729776,34.232893194332,41.718408522107,57.6550363905294
4,16.8,56,0.3,0.769832888888889,0.709948452238572,55.6267288228374,51.8259341890523,10.1903550519836,0,0
2,5.8,58,0.1,0.209829333333333,0.208797659642211,11.9480625070213,0,0,0,0
6,15.3,51,0.3,0.868569333333333,0.649230484541327,51.4978435416194,54.5646889826057,57.699784811596,34.2359822451576,33.7727538210268
2,14,56,0.25,0.455576888888889,0.438959968979379,9.91664655721041,0,0,0,0
4,13,52,0.25,0.705288,0.685469848228883,37.3901347400452,1.57892361926147,19.1274576750415,0,0
4,8.4,56,0.15,0.505535111111111,0.523897274573418,21.7159636473758,8.09523819514049,54.8288102128414,0,0
5,17.1,57,0.3,0.846029333333333,0.714230484541327,44.6734628523695,50.5306543912176,30.9994300625444,9.11212208724191,0
3,17.85,51,0.35,0.713688444444444,0.664117266728631,19.79851688507,57.9883192145555,0,0,0
6,6,60,0.1,0.500758222222222,0.534016935856293,3.82432184786116,25.5289870851889,24.2602891253812,24.0175730330163,6.71535863435365
4,15,60,0.25,0.704816888888889,0.685469848228883,13.1940467303697,21.2448646746182,15.9745127512876,0,0
3,5,50,0.1,0.3064,0.301649484079524,26.964250916909,14.6184116036822,0,0,0
6,15,60,0.25,0.823915111111111,0.739529637748512,58.4358106235344,35.1255575197398,7.13852296042077,55.5919553358807,35.6136463488695
6,11.2,56,0.2,0.774848888888889,0.750427097370068,4.2458149486381,55.4863458709919,38.524764968502,6.2699800738545,42.0135044213674
3,2.6,52,0.05,0.167774666666667,0.162014911398325,14.9279338523038,13.5991882476845,0,0,0
5,19.6,56,0.35,0.827238666666667,0.635359391376191,33.2090051960551,37.8343675021825,59.1274170308849,38.0566921789571,0
5,22.4,56,0.4,0.924565333333333,0.499942724709524,20.1251952748238,57.428349498654,26.3953873368092,36.0925556109406,0
5,15.6,52,0.3,0.839413777777778,0.714230484541327,4.8974025027399,16.4687644731359,52.0511031879879,33.5614240438474,0
4,11.6,58,0.2,0.555822666666667,0.623452789007165,39.2352252768475,39.4637562999917,9.66125427508426,0,0
4,13.5,54,0.25,0.703936,0.685469848228883,28.822333685152,20.5452841660265,46.6287864084044,0,0
3,16.5,55,0.3,0.660262222222222,0.636384387633061,43.7508133272943,56.2535543378044,0,0,0
4,20.8,52,0.4,0.862157333333333,0.646290294621859,52.3931604103743,4.96157591585121,27.9242049942416,0,0
2,17.85,51,0.35,0.574774666666667,0.537045388453393,9.92353481123704,0,0,0,0
2,15.6,52,0.3,0.517653333333333,0.493538290724796,17.8862915863924,0,0,0,0
5,15,60,0.25,0.756901333333333,0.736556004204932,3.4711741852763,26.2051156945737,34.3352847342699,33.9040295866307,0
6,5.3,53,0.1,0.503428,0.534016935856293,0.127321489992633,57.0664414734164,45.9779617999198,45.078249731289,8.33189022845608
3,5.5,55,0.1,0.314650222222222,0.301649484079524,48.5191351747314,37.9721276064688,0,0,0
5,17.4,58,0.3,0.838653777777778,0.714230484541327,51.5907424851222,37.6173227648744,10.8354823745633,34.3983927799547,0
2,20,50,0.4,0.637442666666667,0.56948126216517,20.3120790085006,0,0,0,0
4,11.6,58,0.2,0.609753777777778,0.623452789007165,31.8466884584883,13.6386198985373,42.5690985117889,0,0
2,16.8,56,0.3,0.519390222222222,0.493538290724796,13.7583750879463,0,0,0,0
2,5.1,51,0.1,0.222186222222222,0.208797659642211,12.1648438645559,0,0,0,0
6,3,60,0.05,0.338359111111111,0.306709314720961,1.54153712221368,58.2666397857425,17.8557406055084,31.5043847531655,51.7403526887595
6,5.7,57,0.1,0.511152,0.534016935856293,56.4738562724091,58.5424275402379,6.47611518106461,10.7339536813358,44.7930856279222
2,2.75,55,0.05,0.102712,0.109934441829515,50.9936292743782,0,0,0,0
6,2.75,55,0.05,0.278738666666667,0.306709314720961,51.6808905849939,54.5483414682037,50.7210337366567,52.7323730783114,44.7709342594646
2,12.75,51,0.25,0.450016888888889,0.438959968979379,49.8666901917484,0,0,0,0
6,5.9,59,0.1,0.482308444444444,0.534016935856293,23.2717736777469,22.9541676135361,16.2871754380211,52.0729885701093,44.4901474326534
4,18,60,0.3,0.771179555555556,0.709948452238572,10.447072408298,14.6757770378595,38.4557474637158,0,0
6,18.9,54,0.35,0.921949777777778,0.479529637748512,6.92962852486255,4.81685710637966,21.6280572047734,49.7343329784121,12.8765823765985
5,15,50,0.3,0.846008444444444,0.714230484541327,47.1465771538665,55.3537827163793,29.5387878585424,50.0406993071335,0
2,21,60,0.35,0.583116888888889,0.537045388453393,49.9624544641336,0,0,0,0
3,5.5,55,0.1,0.315498222222222,0.301649484079524,23.8414260495026,28.7465869532154,0,0,0
6,15,60,0.25,0.815415555555556,0.739529637748512,29.4265329083094,26.2767935863361,46.3593343433315,44.6439940379002,26.5742440506599
2,2.9,58,0.05,0.117069333333333,0.109934441829515,39.3349423776716,0,0,0,0
2,14.25,57,0.25,0.450456,0.438959968979379,6.62448293741751,0,0,0,0
3,17.85,51,0.35,0.727679111111111,0.664117266728631,52.9139520439855,55.4133637014183,0,0,0
2,10.2,51,0.2,0.387639555555556,0.373310423217143,32.4133677446916,0,0,0,0
2,3,60,0.05,0.128767555555556,0.109934441829515,58.295512971853,0,0,0,0
3,15,50,0.3,0.679733333333333,0.636384387633061,12.4747197849379,2.37623080654414,0,0,0
4,6,60,0.1,0.383752444444444,0.386803304927642,25.6237408655817,57.3223261782613,43.454822011205,0,0
4,14.25,57,0.25,0.640728888888889,0.685469848228883,0.301732998067263,46.9509467301745,55.6115744031305,0,0
2,20.3,58,0.35,0.554188444444444,0.537045388453393,59.8282137209211,0,0,0,0
3,22.8,57,0.4,0.776965333333333,0.669469807107075,6.31921097855492,16.089654822701,0,0,0
5,17.85,51,0.35,0.883389777777778,0.635359391376191,28.1855265775706,13.1437134534704,55.3624743925634,19.2193579209689,0
6,8.85,59,0.15,0.651206666666667,0.681922863405995,11.2960570097538,45.5516302409891,1.90135800673242,38.5403494249779,34.0122547656387
3,5.8,58,0.1,0.298354222222222,0.301649484079524,8.72660880747667,29.3485470234394,0,0,0
2,5.5,55,0.1,0.224548,0.208797659642211,50.2935646020177,0,0,0,0
2,17.1,57,0.3,0.539195555555556,0.493538290724796,2.06955718707795,0,0,0,0
4,20.4,51,0.4,0.873519111111111,0.646290294621859,44.592826452049,38.3124822803652,35.6509747781966,0,0
4,13.5,54,0.25,0.708946666666667,0.685469848228883,4.5743665412298,17.4351992074757,33.6801028393677,0,0
5,24,60,0.4,0.926636,0.499942724709524,5.61579276035722,39.7040966650766,36.1663739691263,28.4290717932556,0
3,11.4,57,0.2,0.516250222222222,0.513777613290544,57.5787118196277,5.34505593038462,0,0,0
5,15,60,0.25,0.778367555555556,0.736556004204932,6.06775913325713,17.5976785780279,3.09529232303602,30.2476908358702,0
5,7.8,52,0.15,0.585130666666667,0.611570323027551,19.8773785575354,27.1950810844946,44.243078290878,30.5931392821888,0
3,24,60,0.4,0.785252444444444,0.669469807107075,37.6960411531473,7.9218702032944,0,0,0
5,12,60,0.2,0.696410666666667,0.702335950367007,17.2096370855527,42.3714857753618,32.1123538503267,11.592662315526,0
5,2.6,52,0.05,0.263428888888889,0.260402347844048,2.73949940864297,53.1024901224751,50.3876631478868,7.08931470922092,0
4,2.8,56,0.05,0.205477333333333,0.212170880069836,56.9634080777491,15.3831095878128,59.391926109079,0,0
3,5.7,57,0.1,0.29806,0.301649484079524,58.4006824032522,37.3619892923111,0,0,0
2,7.65,51,0.15,0.303487555555556,0.296589653438087,13.8766846863467,0,0,0,0
2,23.2,58,0.4,0.634839111111111,0.56948126216517,22.3808594906787,0,0,0,0
6,19.6,56,0.35,0.927876,0.479529637748512,23.645590850949,21.5566776870127,5.33114765353695,20.5006202183788,32.920235644042
4,16.5,55,0.3,0.762629333333333,0.709948452238572,48.8655881137967,5.8309923592198,27.8228136387307,0,0
4,5.6,56,0.1,0.385657777777778,0.386803304927642,3.11651888210076,34.5436169072233,50.5406821097264,0,0
4,10.2,51,0.2,0.629516,0.623452789007165,1.69676705374757,45.4001872790609,47.7663741565704,0,0
3,2.7,54,0.05,0.152251111111111,0.162014911398325,49.7336247034062,50.5065949172857,0,0,0
5,24,60,0.4,0.919282222222222,0.499942724709524,6.76196954284365,38.8972469535351,28.8482431007664,3.99124151694734,0
6,11.6,58,0.2,0.755281333333333,0.750427097370068,3.62173376543815,15.7474478942417,39.0641621221487,8.01623462698644,38.3127442094872
3,19.95,57,0.35,0.714245333333333,0.664117266728631,22.889343916951,18.0011149644263,0,0,0
3,22,55,0.4,0.742918666666667,0.669469807107075,26.5498171558874,27.2511491769313,0,0,0
6,5.9,59,0.1,0.451753777777778,0.534016935856293,1.19252536948257,20.5058929942386,45.9616467416649,20.5682220911636,37.1283842492643
4,2.8,56,0.05,0.204912444444444,0.212170880069836,36.0941009015083,38.965047057682,20.5632379549332,0,0
4,17.7,59,0.3,0.755936888888889,0.709948452238572,3.30347076937108,5.90171703274382,38.9869671283657,0,0
5,20.4,51,0.4,0.905947555555556,0.499942724709524,21.868630512156,40.5738054169352,22.5454902730495,51.8075094880265,0
3,5.7,57,0.1,0.300390666666667,0.301649484079524,12.1550988523156,52.1109118920655,0,0,0
5,10,50,0.2,0.703852444444444,0.702335950367007,8.9678239420622,16.4300580926561,52.3455011377728,36.0750686347087,0
3,8.1,54,0.15,0.419960888888889,0.418903718043597,54.2255430709189,55.5063386992206,0,0,0
4,17.1,57,0.3,0.784711555555556,0.709948452238572,1.43477288157931,34.495950119814,2.7920678438423,0,0
4,10,50,0.2,0.626537777777778,0.623452789007165,3.90444254787878,55.4373801435086,32.0485718366562,0,0
3,7.65,51,0.15,0.417895111111111,0.418903718043597,8.97651591795994,21.0481254982286,0,0,0
3,19.25,55,0.35,0.737600888888889,0.664117266728631,27.887880772426,7.87515309580742,0,0,0
6,17.7,59,0.3,0.841853777777778,0.649230484541327,39.3892760925259,59.0350185897885,58.7873923134771,15.0091808158787,37.4742422125314
5,11.8,59,0.2,0.639801333333333,0.702335950367007,11.4550922173132,7.44862723333009,0.167425279746714,9.17716739891059,0
4,13.5,54,0.25,0.638728,0.685469848228883,18.6357872229848,0.213326847192621,48.9145467188203,0,0
5,10.4,52,0.2,0.697289777777778,0.702335950367007,48.2031051598143,49.4382532336843,51.1314389639182,28.0351053260102,0
6,17.5,50,0.35,0.927401777777778,0.479529637748512,14.2559332603252,49.0542528761222,24.3497228883756,27.9787332382575,57.0921730848951
6,19.6,56,0.35,0.931046222222222,0.479529637748512,54.9555015270133,29.7259445274216,9.96074262481758,19.5598601983004,17.7861663605835
4,2.5,50,0.05,0.225237777777778,0.212170880069836,10.0070749388018,56.8462957577233,48.6653050572649,0,0
5,24,60,0.4,0.916902666666667,0.499942724709524,59.2472884049425,9.00519468113344,57.5087282671873,31.8275429540652,0
2,8.85,59,0.15,0.293877333333333,0.296589653438087,50.0860986949633,0,0,0,0
2,17.4,58,0.3,0.517530666666667,0.493538290724796,14.7078453110518,0,0,0,0
2,7.65,51,0.15,0.302265777777778,0.296589653438087,29.0231414900347,0,0,0,0
4,11.8,59,0.2,0.601273333333333,0.623452789007165,25.2334508902435,17.030872141029,2.89086864064217,0,0
3,5,50,0.1,0.288401777777778,0.301649484079524,42.1386551015182,0.458133286343758,0,0,0
5,10.4,52,0.2,0.696584444444444,0.702335950367007,39.1475834487541,19.2166253021977,6.22032746975009,32.1338936707589,0
2,22.8,57,0.4,0.634171111111111,0.56948126216517,50.8645495148615,0,0,0,0
5,19.6,56,0.35,0.889439111111111,0.635359391376191,42.6256384718225,41.3198123470669,19.2568716682278,31.8989096700465,0
6,2.75,55,0.05,0.274789777777778,0.306709314720961,25.9657928717017,54.2569494979927,37.8110010856007,58.9821733246174,35.1120203713528
6,11,55,0.2,0.767813777777778,0.750427097370068,10.7462472564948,38.0677018062264,57.7775265221028,32.0408250871039,28.7768551373039
5,2.95,59,0.05,0.253641777777778,0.260402347844048,0.232412130809234,30.6917455319656,40.7078180592478,33.9448588106369,0
4,8.4,56,0.15,0.511249777777778,0.523897274573418,54.7891645423501,40.9510690030266,56.8040082669225,0,0
2,12.75,51,0.25,0.450677777777778,0.438959968979379,32.7157126398334,0,0,0,0
5,5.8,58,0.1,0.442881333333333,0.464259122186565,23.9430739864068,53.8979968907206,18.4226324355342,3.66306877414314,0
3,3,60,0.05,0.184736444444444,0.162014911398325,0.982239651401116,6.88010599097048,0,0,0
2,5,50,0.1,0.217642666666667,0.208797659642211,38.5469559348054,0,0,0,0
4,5.2,52,0.1,0.387992,0.386803304927642,5.45223468888125,22.1064999230414,0.46757463824846,0,0
5,10.6,53,0.2,0.685110666666667,0.702335950367007,44.6666668576577,50.3609566541265,15.7459152137928,30.8542836793244,0
4,8.85,59,0.15,0.488295111111111,0.523897274573418,58.9495500903587,37.5878700643999,10.8765102363197,0,0
2,13.25,53,0.25,0.458269333333333,0.438959968979379,16.0911823600716,0,0,0,0
4,5.7,57,0.1,0.378522222222222,0.386803304927642,3.34130941540919,2.04343106887293,17.1911072860808,0,0
2,23.6,59,0.4,0.629739111111111,0.56948126216517,23.7419083549277,0,0,0,0
2,10.8,54,0.2,0.365884444444444,0.373310423217143,43.7258089953538,0,0,0,0
4,24,60,0.4,0.878165777777778,0.646290294621859,57.0848589906456,20.7600721673319,17.4146525270134,0,0
6,5.1,51,0.1,0.529679111111111,0.534016935856293,31.230953239514,54.3277649838482,24.151814135821,12.9456751303508,4.72436899479808
6,13.5,54,0.25,0.845733777777778,0.739529637748512,39.8958864720005,47.5314158666498,20.0095277926199,41.559531860028,12.228940629932
6,15.3,51,0.3,0.861869333333333,0.649230484541327,26.5666303873325,37.9796141017408,55.7980302955325,31.7598581638733,37.588465436882
5,20.4,51,0.4,0.920748444444444,0.499942724709524,24.3432476228717,18.7485599305667,41.6339375021996,53.4412724039129,0
4,18.55,53,0.35,0.822454666666667,0.69688860103623,32.9927487075434,23.3270600934343,53.8097404358628,0,0
5,17.85,51,0.35,0.886127555555556,0.635359391376191,16.7536400733841,46.058169941848,12.9633957639845,2.04372769030648,0
4,20.8,52,0.4,0.873697333333333,0.646290294621859,34.1847299905373,21.5731826943574,1.61031773773535,0,0
4,18.2,52,0.35,0.8313,0.69688860103623,2.75310039823625,14.7882962458776,39.6439286777429,0,0
3,15,50,0.3,0.669968,0.636384387633061,43.0840714006395,23.4671287280859,0,0,0
2,11.4,57,0.2,0.378600888888889,0.373310423217143,55.2801848869112,0,0,0,0
6,23.6,59,0.4,0.952469777777778,0.230427097370068,51.9421925767739,48.0576583330451,33.2987310892529,25.1323288509937,7.62735039552128
5,18.55,53,0.35,0.883276444444444,0.635359391376191,50.4098362433632,4.24531465616087,22.7275245037187,16.0901660299182,0
2,15.9,53,0.3,0.520700444444444,0.493538290724796,57.5467111517941,0,0,0,0
4,15,50,0.3,0.775543111111111,0.709948452238572,36.3211913109879,34.5870792873749,48.4427292542001,0,0
5,23.6,59,0.4,0.916104,0.499942724709524,9.13397140035468,11.5548052083915,47.4585389184887,3.64230625343793,0
3,8.7,58,0.15,0.414316,0.418903718043597,6.25255522543866,47.5545292532492,0,0,0
5,13,52,0.25,0.763805333333333,0.736556004204932,4.25727510069924,37.5481998702624,1.48088820773993,3.72254955057173,0
2,11.4,57,0.2,0.379369777777778,0.373310423217143,51.3666500086869,0,0,0,0
4,2.65,53,0.05,0.201585333333333,0.212170880069836,38.4978700632311,47.1831986168746,17.3490295905719,0,0
4,19.6,56,0.35,0.82122,0.69688860103623,32.185476535092,19.8523884371964,24.7014135750848,0,0
5,8.25,55,0.15,0.586669333333333,0.611570323027551,22.0694200679799,40.7742371762553,34.0667419122411,39.1066107678326,0
4,11,55,0.2,0.6219,0.623452789007165,3.99525737709634,24.6617092310164,58.1455175072686,0,0
5,17.4,58,0.3,0.827064,0.714230484541327,45.3948482317692,50.5962190227102,46.20941099711,58.7196557238941,0
2,11,55,0.2,0.386134222222222,0.373310423217143,15.4856770970901,0,0,0,0
2,22.8,57,0.4,0.63392,0.56948126216517,8.87788982314561,0,0,0,0
2,16.2,54,0.3,0.523454222222222,0.493538290724796,4.58468664995419,0,0,0,0
4,5.8,58,0.1,0.358299111111111,0.386803304927642,55.8148897882826,0.283168672608589,39.0024348853628,0,0
5,8.85,59,0.15,0.583543111111111,0.611570323027551,17.6375264528305,1.61162304915635,5.59842977380782,47.8730983375498,0
5,19.6,56,0.35,0.889750666666667,0.635359391376191,49.5249276044216,2.10135510533475,24.3284983375962,14.9801253170104,0
4,21.2,53,0.4,0.879157333333333,0.646290294621859,35.9485505585156,1.5735683188566,9.31191997611753,0,0
6,5.9,59,0.1,0.496805333333333,0.534016935856293,20.2844915417677,40.2669929718588,3.14197914376433,44.0585439831093,29.9689066692274
6,8.1,54,0.15,0.66232,0.681922863405995,6.82532169905547,57.8910424361313,25.9506940327452,5.07379205958797,43.0005847555788
4,8.7,58,0.15,0.508999111111111,0.523897274573418,50.1603494762012,15.2229811366141,32.0655010074192,0,0
4,5.6,56,0.1,0.387306666666667,0.386803304927642,56.2470456019442,6.46551472650614,53.9988860837325,0,0
4,10.2,51,0.2,0.623560444444444,0.623452789007165,14.8527601508079,26.8421276222184,31.9670062618169,0,0
3,20.65,59,0.35,0.724637777777778,0.664117266728631,44.0455256085676,24.3859323816051,0,0,0
5,15.3,51,0.3,0.841406222222222,0.714230484541327,29.7715198167559,18.6281613304201,34.7144678330862,56.6165362223305,0
4,3,60,0.05,0.238575555555556,0.212170880069836,55.4989350799751,21.4984151732588,15.5993469793483,0,0
5,14,56,0.25,0.781130222222222,0.736556004204932,41.0876258486117,5.54379572086152,52.3547380223667,56.5762728131823,0
2,21,60,0.35,0.555427555555556,0.537045388453393,0.680468433585673,0,0,0,0
4,16.2,54,0.3,0.768212888888889,0.709948452238572,38.9581229674434,45.7712087851407,34.5411588829909,0,0
5,8.85,59,0.15,0.575141777777778,0.611570323027551,25.6100973743444,37.8973427009798,50.0080188912461,16.2111278168736,0
4,13.5,54,0.25,0.714868,0.685469848228883,5.42304732171666,44.6628785992244,1.95692695817418,0,0
4,3,60,0.05,0.240568888888889,0.212170880069836,31.3403944807854,54.5777987158689,22.9948752804009,0,0
6,8.85,59,0.15,0.582342666666667,0.681922863405995,53.6736266850753,23.9110296594347,37.5012001101605,34.0558371711505,53.6707131266998
3,2.95,59,0.05,0.163571111111111,0.162014911398325,14.1072981024307,14.6918773408247,0,0,0
5,8.85,59,0.15,0.580659111111111,0.611570323027551,53.0213226568356,56.7223774791275,23.4477203042772,48.0792038826999,0
2,17.1,57,0.3,0.519770666666667,0.493538290724796,5.15213598722609,0,0,0,0
4,20.8,52,0.4,0.866444444444444,0.646290294621859,14.0871315182598,50.3794336634542,29.7324017835562,0,0
2,5.7,57,0.1,0.210309777777778,0.208797659642211,33.7769028744045,0,0,0,0
3,14.25,57,0.25,0.594921777777778,0.586271169820366,16.8438620448119,24.7363895129445,0,0,0
3,17.85,51,0.35,0.719705777777778,0.664117266728631,54.1241708729802,17.3781651526884,0,0,0
4,19.95,57,0.35,0.825249777777778,0.69688860103623,8.98870380113398,41.7971687770747,7.74078258736469,0,0
6,22,55,0.4,0.951519111111111,0.230427097370068,40.7645247558981,58.6076014700179,7.52762139840181,45.1345830747842,49.6231145673695
5,5.4,54,0.1,0.474211111111111,0.464259122186565,0.867404826977498,19.5171293231818,8.08212171758221,27.0310477250413,0
4,18.9,54,0.35,0.817665777777778,0.69688860103623,31.9521926604573,55.542263521681,53.9449102645309,0,0
4,20,50,0.4,0.869169333333333,0.646290294621859,48.5161511208064,20.0942747626612,13.7209870349205,0,0
6,7.65,51,0.15,0.660860888888889,0.681922863405995,1.68801408049543,57.3221859166534,40.817442702336,51.6337268834798,56.345610921146
5,20.8,52,0.4,0.921899555555556,0.499942724709524,53.1370880657412,55.2025674070909,18.003806402201,4.40345680162756,0
5,2.9,58,0.05,0.264604888888889,0.260402347844048,26.8733786152626,39.0749197930159,10.1701122368967,31.8869544815748,0
5,2.75,55,0.05,0.236396888888889,0.260402347844048,53.1795582700864,6.84170614068425,26.5524690990108,39.5728732896932,0
3,22.8,57,0.4,0.774560888888889,0.669469807107075,12.408391621255,33.2857395574043,0,0,0
6,14.5,58,0.25,0.845512444444444,0.739529637748512,53.6940475337705,50.5106503838934,7.85140095875688,11.3492360311193,9.21838985355338
2,2.8,56,0.05,0.108466222222222,0.109934441829515,36.5429594630285,0,0,0,0
6,15.9,53,0.3,0.883545777777778,0.649230484541327,29.7344687418258,15.4897814099029,43.9712618325932,7.00564506249092,44.7624937954561
6,15.9,53,0.3,0.890203555555556,0.649230484541327,35.0594988261803,28.1371262973564,5.23590206760414,49.7230455696043,41.1566825063307
3,20.8,52,0.4,0.774887111111111,0.669469807107075,17.9964553766939,24.6710934413318,0,0,0
3,5.7,57,0.1,0.299031111111111,0.301649484079524,10.8328952199506,31.3399750753113,0,0,0
3,12,60,0.2,0.395046222222222,0.513777613290544,12.9533485377615,0.0605327104207487,0,0,0
6,16.5,55,0.3,0.874436888888889,0.649230484541327,31.3241328671443,6.17511475328753,59.8128292913025,21.5381291624703,37.5145559268126
3,2.75,55,0.05,0.150021777777778,0.162014911398325,30.546622466795,14.8067352192839,0,0,0
2,17.5,50,0.35,0.579794222222222,0.537045388453393,18.9792298498288,0,0,0,0
5,22.4,56,0.4,0.912196888888889,0.499942724709524,46.6826309568971,43.6618466215428,39.0592078275827,39.876901208995,0
6,13.5,54,0.25,0.791774666666667,0.739529637748512,40.227459687357,26.4320683065862,7.97243668668361,26.3522248765069,32.8585645363966
3,11.6,58,0.2,0.515345333333333,0.513777613290544,31.3410207632745,29.4259820190748,0,0,0
2,8.1,54,0.15,0.305922222222222,0.296589653438087,38.2776537649031,0,0,0,0
5,24,60,0.4,0.923246222222222,0.499942724709524,5.5337697833309,57.2123983697677,9.76773952905008,58.2273052363096,0
4,5,50,0.1,0.387063555555556,0.386803304927642,18.0024729065384,48.8126894338192,4.60259245204892,0,0
3,5.1,51,0.1,0.315921333333333,0.301649484079524,3.72882309704207,42.1106087335394,0,0,0
2,12.75,51,0.25,0.448490222222222,0.438959968979379,39.0840638843129,0,0,0,0
4,8.85,59,0.15,0.412654666666667,0.523897274573418,49.1015929490004,56.2901642252102,0.0195657804071359,0,0
5,2.55,51,0.05,0.269210666666667,0.260402347844048,6.40766479529718,22.026542631252,14.3764620352027,20.7684121018471,0
3,10.8,54,0.2,0.497706222222222,0.513777613290544,38.4046373487256,47.2531783773965,0,0,0
3,20.3,58,0.35,0.729749777777778,0.664117266728631,49.5661169348391,10.9315348424954,0,0,0
2,14.25,57,0.25,0.450448,0.438959968979379,6.69706276519249,0,0,0,0
2,14.5,58,0.25,0.454661333333333,0.438959968979379,48.8746904421792,0,0,0,0
2,17.7,59,0.3,0.511175555555556,0.493538290724796,27.1339072329299,0,0,0,0
2,5.8,58,0.1,0.209601777777778,0.208797659642211,2.42949693955026,0,0,0,0
4,15,60,0.25,0.701912444444444,0.685469848228883,12.5343445193657,6.9799257734641,38.7732040735676,0,0
2,20.8,52,0.4,0.631037333333333,0.56948126216517,36.3813432079281,0,0,0,0
6,19.25,55,0.35,0.928231555555556,0.479529637748512,45.6436953670848,54.9064761209271,54.0584973758615,12.8542506044136,32.8236663586924
5,5.8,58,0.1,0.443544888888889,0.464259122186565,28.5334934664815,34.9955148736622,15.6328849111105,5.08934757785018,0
3,22,55,0.4,0.779896,0.669469807107075,16.1680531940726,45.7782286166868,0,0,0
5,2.95,59,0.05,0.261521777777778,0.260402347844048,47.8902110482403,19.4499143129774,40.1426649983511,17.7776318010648,0
6,7.65,51,0.15,0.657952444444444,0.681922863405995,44.7099962418037,28.6280610904625,39.2066724659691,57.9945559832337,18.7816492936633
2,18.9,54,0.35,0.571093333333333,0.537045388453393,35.1059633535247,0,0,0,0
2,2.55,51,0.05,0.118093333333333,0.109934441829515,49.612559410258,0,0,0,0
3,11.4,57,0.2,0.510511555555556,0.513777613290544,49.0422314423691,45.9759731621984,0,0,0
3,5.7,57,0.1,0.266872444444444,0.301649484079524,0.216318270440672,16.9732743209767,0,0,0
5,13.25,53,0.25,0.777356444444444,0.736556004204932,59.3370750733037,7.39415077667239,44.152619181981,9.39702120657035,0
